40,78,40
0.28077640640441515,0.28077640640441515,1.0
0.28077640640441515,-0.28077640640441515,-1.0
-0.28077640640441515,-0.28077640640441515,1.0
-0.28077640640441515,0.28077640640441515,-1.0
1.0,0.28077640640441515,0.28077640640441515
1.0,-0.28077640640441515,-0.28077640640441515
-1.0,-0.28077640640441515,0.28077640640441515
-1.0,0.28077640640441515,-0.28077640640441515
0.28077640640441515,1.0,0.28077640640441515
0.28077640640441515,-1.0,-0.28077640640441515
-0.28077640640441515,-1.0,0.28077640640441515
-0.28077640640441515,1.0,-0.28077640640441515
0.7276068751089989,-0.24253562503633297,0.7276068751089989
0.7276068751089989,0.24253562503633297,-0.7276068751089989
-0.7276068751089989,0.24253562503633297,0.7276068751089989
-0.7276068751089989,-0.24253562503633297,-0.7276068751089989
0.7276068751089989,-0.7276068751089989,0.24253562503633297
0.7276068751089989,0.7276068751089989,-0.24253562503633297
-0.7276068751089989,0.7276068751089989,0.24253562503633297
-0.7276068751089989,-0.7276068751089989,-0.24253562503633297
0.24253562503633297,-0.7276068751089989,0.7276068751089989
0.24253562503633297,0.7276068751089989,-0.7276068751089989
-0.24253562503633297,0.7276068751089989,0.7276068751089989
-0.24253562503633297,-0.7276068751089989,-0.7276068751089989
0.5327950329272453,0.5327950329272453,0.6639751646362264
0.5327950329272453,-0.5327950329272453,-0.6639751646362264
-0.5327950329272453,-0.5327950329272453,0.6639751646362264
-0.5327950329272453,0.5327950329272453,-0.6639751646362264
0.6639751646362264,0.5327950329272453,0.5327950329272453
0.6639751646362264,-0.5327950329272453,-0.5327950329272453
-0.6639751646362264,-0.5327950329272453,0.5327950329272453
-0.6639751646362264,0.5327950329272453,-0.5327950329272453
0.5327950329272453,0.6639751646362264,0.5327950329272453
0.5327950329272453,-0.6639751646362264,-0.5327950329272453
-0.5327950329272453,-0.6639751646362264,0.5327950329272453
-0.5327950329272453,0.6639751646362264,-0.5327950329272453
0.5781799855656656,-0.5781799855656656,0.5781799855656656
0.5781799855656656,0.5781799855656656,-0.5781799855656656
-0.5781799855656656,0.5781799855656656,0.5781799855656656
-0.5781799855656656,-0.5781799855656656,-0.5781799855656656
12,4
4,28
28,24
24,0
0,12
13,5
5,29
29,25
25,1
1,13
14,6
6,30
30,26
26,2
2,14
15,7
7,31
31,27
27,3
3,15
16,9
9,33
33,29
5,16
17,8
8,32
32,28
4,17
18,11
11,35
35,31
7,18
19,10
10,34
34,30
6,19
20,2
26,34
10,20
21,3
27,35
11,21
22,0
24,32
8,22
23,1
25,33
9,23
0,2
20,12
1,3
21,13
22,14
23,15
4,5
13,17
12,16
6,7
15,19
14,18
8,11
18,22
9,10
19,23
16,20
17,21
36,12
20,36
16,36
37,13
21,37
17,37
38,14
22,38
18,38
39,15
23,39
19,39
0,1,2,3,4
5,6,7,8,9
10,11,12,13,14
15,16,17,18,19
20,21,22,6,23
24,25,26,1,27
28,29,30,16,31
32,33,34,11,35
36,13,37,33,38
39,18,40,29,41
42,3,43,25,44
45,8,46,21,47
48,36,49,4
50,39,51,9
48,42,52,14
50,45,53,19
54,5,55,27
54,0,56,23
57,15,58,35
57,10,59,31
60,28,61,44
62,32,63,47
62,20,64,38
60,24,65,41
66,49,67
67,64,68
68,56,66
69,51,70
70,65,71
71,55,69
72,52,73
73,61,74
74,59,72
75,53,76
76,63,77
77,58,75
2,26,43
7,22,46
12,34,37
17,30,40
