30,65,37
1.618033988749895,0.0,0.43119850192972925
-1.618033988749895,0.0,0.43119850192972925
1.3090169943749475,0.9510565162951535,0.43119850192972925
1.3090169943749475,-0.9510565162951535,0.43119850192972925
-1.3090169943749475,0.9510565162951535,0.43119850192972925
-1.3090169943749475,-0.9510565162951535,0.43119850192972925
0.5,1.5388417685876268,0.43119850192972925
0.5,-1.5388417685876268,0.43119850192972925
-0.5,1.5388417685876268,0.43119850192972925
-0.5,-1.5388417685876268,0.43119850192972925
1.5388417685876268,0.5,-0.43119850192972925
1.5388417685876268,-0.5,-0.43119850192972925
-1.5388417685876268,0.5,-0.43119850192972925
-1.5388417685876268,-0.5,-0.43119850192972925
0.9510565162951535,1.3090169943749475,-0.43119850192972925
0.9510565162951535,-1.3090169943749475,-0.43119850192972925
-0.9510565162951535,1.3090169943749475,-0.43119850192972925
-0.9510565162951535,-1.3090169943749475,-0.43119850192972925
0.0,1.618033988749895,-0.43119850192972925
0.0,-1.618033988749895,-0.43119850192972925
1.3090169943749475,-0.42532540417601994,1.2818493102817692
-1.3090169943749475,-0.42532540417601994,1.2818493102817692
0.8090169943749475,1.1135163644116068,1.2818493102817692
-0.8090169943749475,1.1135163644116068,1.2818493102817692
0.0,-1.3763819204711736,1.2818493102817692
0.8090169943749475,0.2628655560595668,1.8075804224009029
-0.8090169943749475,0.2628655560595668,1.8075804224009029
0.5,-0.6881909602355868,1.8075804224009029
-0.5,-0.6881909602355868,1.8075804224009029
0.0,0.8506508083520399,1.8075804224009029
10,11
11,15
15,19
19,17
17,13
13,12
12,16
16,18
18,14
14,10
25,29
29,26
26,28
28,27
27,25
2,22
22,25
25,20
20,0
0,2
8,23
23,29
29,22
22,6
6,8
1,21
21,26
26,23
23,4
4,1
9,24
24,28
28,21
21,5
5,9
3,20
20,27
27,24
24,7
7,3
0,10
10,2
6,18
18,8
4,12
12,1
5,17
17,9
7,15
15,3
14,2
16,8
13,1
19,9
11,3
14,6
6,2
16,4
4,8
13,5
5,1
19,7
7,9
11,0
0,3
0,1,2,3,4,5,6,7,8,9
10,11,12,13,14
15,16,17,18,19
20,21,22,23,24
25,26,27,28,29
30,31,32,33,34
35,36,37,38,39
19,40,41
24,42,43
29,44,45
34,46,47
39,48,49
41,9,50
43,7,51
45,5,52
47,3,53
49,1,54
50,55,56
51,57,58
52,59,60
53,61,62
54,63,64
56,23,15
58,28,20
60,33,25
62,38,30
64,18,35
55,8,42
57,6,44
59,4,46
61,2,48
63,0,40
14,36,17
10,16,22
11,21,27
12,26,32
13,31,37
