15,27,14
0.3535533905932738,-0.3535533905932738,1.0606601717798212
0.3535533905932738,0.3535533905932738,-1.0606601717798212
-0.3535533905932738,0.3535533905932738,1.0606601717798212
-0.3535533905932738,-0.3535533905932738,-1.0606601717798212
1.0606601717798212,-0.3535533905932738,0.3535533905932738
1.0606601717798212,0.3535533905932738,-0.3535533905932738
-1.0606601717798212,0.3535533905932738,0.3535533905932738
-1.0606601717798212,-0.3535533905932738,-0.3535533905932738
0.3535533905932738,-1.0606601717798212,0.3535533905932738
0.3535533905932738,1.0606601717798212,-0.3535533905932738
-0.3535533905932738,1.0606601717798212,0.3535533905932738
-0.3535533905932738,-1.0606601717798212,-0.3535533905932738
0.5892556509887896,0.5892556509887896,1.296362432175337
1.296362432175337,0.5892556509887896,0.5892556509887896
0.5892556509887896,1.296362432175337,0.5892556509887896
0,2
2,6
6,7
7,11
11,8
8,0
5,4
4,8
11,3
3,1
1,5
10,9
9,1
3,7
6,10
0,4
4,13
13,12
12,0
5,9
9,14
14,13
13,5
10,2
2,12
12,14
14,10
0,1,2,3,4,5
6,7,4,8,9,10
11,12,9,13,2,14
15,16,17,18
19,20,21,22
23,24,25,26
5,7,15
10,12,19
14,1,23
18,24,0
22,16,6
26,20,11
8,3,13
17,21,25
