20,35,17
1.618033988749895,0.0,0.0
-1.618033988749895,0.0,0.0
0.0,0.0,1.618033988749895
0.0,1.618033988749895,0.0
1.3090169943749475,0.5,0.8090169943749475
1.3090169943749475,0.5,-0.8090169943749475
1.3090169943749475,-0.5,0.8090169943749475
-1.3090169943749475,0.5,0.8090169943749475
-1.3090169943749475,0.5,-0.8090169943749475
-1.3090169943749475,-0.5,0.8090169943749475
0.8090169943749475,1.3090169943749475,0.5
0.8090169943749475,1.3090169943749475,-0.5
-0.8090169943749475,1.3090169943749475,0.5
-0.8090169943749475,1.3090169943749475,-0.5
0.5,0.8090169943749475,1.3090169943749475
0.5,0.8090169943749475,-1.3090169943749475
0.5,-0.8090169943749475,1.3090169943749475
-0.5,0.8090169943749475,1.3090169943749475
-0.5,0.8090169943749475,-1.3090169943749475
-0.5,-0.8090169943749475,1.3090169943749475
0,6
6,16
16,19
19,9
9,1
1,8
8,18
18,15
15,5
5,0
3,12
12,17
17,14
14,10
10,3
13,3
3,11
11,15
18,13
7,12
12,13
13,8
1,7
2,17
17,7
7,9
19,2
4,14
14,2
2,16
6,4
11,10
10,4
4,0
5,11
0,1,2,3,4,5,6,7,8,9
10,11,12,13,14
15,16,17,7,18
19,20,21,5,22
23,24,25,3,26
27,28,29,1,30
31,32,33,9,34
18,6,21
22,4,25
26,2,29
30,0,33
34,8,17
20,10,15
24,11,19
28,12,23
32,13,27
16,14,31
