16,24,10
0.7071067811865476,-0.7071067811865476,0.7071067811865476
0.7071067811865476,0.7071067811865476,-0.7071067811865476
-0.7071067811865476,0.7071067811865476,0.7071067811865476
-0.7071067811865476,-0.7071067811865476,-0.7071067811865476
0.7071067811865476,0.2928932188134525,0.7071067811865476
0.7071067811865476,-0.2928932188134525,-0.7071067811865476
-0.7071067811865476,-0.2928932188134525,0.7071067811865476
-0.7071067811865476,0.2928932188134525,-0.7071067811865476
0.7071067811865476,0.7071067811865476,0.2928932188134525
0.7071067811865476,-0.7071067811865476,-0.2928932188134525
-0.7071067811865476,-0.7071067811865476,0.2928932188134525
-0.7071067811865476,0.7071067811865476,-0.2928932188134525
0.2928932188134525,0.7071067811865476,0.7071067811865476
0.2928932188134525,-0.7071067811865476,-0.7071067811865476
-0.2928932188134525,-0.7071067811865476,0.7071067811865476
-0.2928932188134525,0.7071067811865476,-0.7071067811865476
0,9
9,5
5,1
1,8
8,4
4,0
0,14
14,10
10,3
3,13
13,9
5,13
3,7
7,15
15,1
15,11
11,2
2,12
12,8
2,6
6,14
4,12
11,7
10,6
0,1,2,3,4,5
6,7,8,9,10,0
2,11,9,12,13,14
14,15,16,17,18,3
19,20,6,5,21,17
16,22,12,8,23,19
4,18,21
1,10,11
23,7,20
22,15,13
