13,24,13
0.8128652258845117,-0.8128652258845117,1.0
-0.8128652258845117,0.8128652258845117,1.0
-0.47284156933403276,-0.017516405293199696,-0.9379629674777886
-0.017516405293199696,-0.47284156933403276,-0.9379629674777886
0.2971130152621921,0.2971130152621921,0.9107550181480651
0.46362372292579784,0.46362372292579784,0.7791182844697603
-0.5517162353012285,-0.3953237545277892,-0.7426692593828877
-0.3953237545277892,-0.5517162353012285,-0.7426692593828877
0.8128652258845117,-0.45205726275998126,-0.6636811618373625
-0.45205726275998126,0.8128652258845117,-0.6636811618373625
-0.6212811841575627,-0.6212811841575627,-0.5226199449841582
-0.8128652258845117,-0.8128652258845117,0.27537885200188905
0.9913049513107964,0.9913049513107964,-0.1410677152380325
10,7
7,3
3,8
8,0
0,11
11,10
11,1
1,9
9,2
2,6
6,10
9,12
12,8
3,2
7,6
0,1
0,4
4,1
0,5
5,4
12,0
12,5
5,1
12,1
0,1,2,3,4,5
5,6,7,8,9,10
8,11,12,2,13
13,1,14,9
15,6,4
16,17,15
18,19,16
3,12,20
20,21,18
17,19,22
22,21,23
23,11,7
14,0,10
